Date,Open,High,Low,Close,Adj Close,Volume
2019-03-06,49.680000,50.320000,49.520000,50.160000,37.966583,3267088
2019-03-07,50.240002,50.639999,50.000000,50.080002,37.906029,3710147
2019-03-08,49.520000,50.400002,49.520000,49.680000,37.603268,4538586
2019-03-11,49.680000,50.160000,49.279999,49.599998,37.542717,3673567
2019-03-12,49.919998,50.320000,49.599998,50.240002,38.027142,4049892
2019-03-13,50.000000,50.560001,50.000000,50.240002,38.027142,2307334
2019-03-14,50.560001,51.200001,50.160000,50.560001,38.269352,3895438
2019-03-15,50.639999,51.680000,50.560001,50.959999,38.572109,10766529
2019-03-18,50.799999,51.360001,50.400002,51.200001,39.184364,2980713
2019-03-19,50.639999,51.520000,50.639999,51.279999,39.245590,3004757
2019-03-20,51.599998,51.599998,50.720001,50.799999,38.878239,3308136
2019-03-21,51.200001,51.200001,49.759998,49.840000,38.143532,2467440
2019-03-22,50.400002,50.480000,48.799999,49.119999,37.592499,4983413
2019-03-25,48.720001,49.040001,48.240002,48.720001,37.286377,4784827
2019-03-26,48.959999,49.040001,48.320000,48.880001,37.408829,3518542
2019-03-27,48.880001,49.919998,48.880001,49.919998,38.204754,4810234
2019-03-28,50.080002,52.080002,49.680000,51.040001,39.061916,5718846
2019-03-29,51.119999,52.799999,51.040001,52.080002,39.857849,8056914
2019-04-01,53.119999,54.799999,52.959999,54.799999,41.939518,10255391
2019-04-02,53.759998,55.439999,53.759998,55.360001,42.368099,6866093
2019-04-03,55.200001,55.520000,54.720001,55.520000,42.490547,4837948
2019-04-04,55.200001,55.439999,54.480000,55.040001,42.123196,4200632
2019-04-08,55.439999,55.439999,54.480000,54.799999,41.939518,3616717
2019-04-09,54.400002,54.720001,54.000000,54.400002,41.633389,3998663
2019-04-10,54.400002,54.720001,53.759998,54.080002,41.388485,3558460
2019-04-11,53.680000,54.320000,53.040001,53.200001,40.715004,3507333
2019-04-12,53.919998,53.919998,53.040001,53.680000,41.082355,2499745
2019-04-15,54.240002,54.480000,53.119999,53.360001,40.837456,2382604
2019-04-16,52.959999,53.599998,52.880001,53.520000,40.959904,2391842
2019-04-17,53.200001,53.840000,53.200001,53.680000,41.082355,3086116
2019-04-18,53.439999,53.439999,52.880001,53.119999,40.653782,2687268
2019-04-23,52.320000,53.759998,52.240002,52.720001,40.347656,3069424
2019-04-24,53.520000,53.520000,52.080002,52.400002,40.102745,3125552
2019-04-25,52.400002,53.040001,52.240002,52.400002,40.102745,3619183
2019-04-26,52.080002,52.799999,52.080002,52.240002,39.980301,2897118
2019-04-29,52.720001,52.720001,52.240002,52.400002,40.102745,3321174
2019-04-30,52.240002,52.320000,51.680000,51.919998,39.735394,3602024
2019-05-02,51.599998,52.560001,51.599998,52.400002,40.102745,1860795
2019-05-03,51.919998,52.959999,51.840000,52.959999,40.531330,2539012
2019-05-06,51.599998,52.160000,50.400002,51.040001,39.061916,3935925
2019-05-07,51.200001,51.919998,51.040001,51.840000,39.674171,2578518
2019-05-08,51.599998,51.759998,51.200001,51.360001,39.306816,2998753
2019-05-09,51.200001,51.759998,49.680000,50.080002,38.327209,3192880
2019-05-10,50.400002,51.040001,49.759998,50.240002,38.449657,2713568
2019-05-14,49.040001,49.599998,48.799999,49.439999,37.837402,3562402
2019-05-15,48.560001,49.759998,48.560001,49.200001,37.653725,2348764
2019-05-16,48.799999,50.720001,48.799999,50.480000,38.633335,3804255
2019-05-17,51.200001,51.279999,48.880001,49.279999,37.714954,3573123
2019-05-20,49.279999,49.599998,48.400002,49.119999,37.592499,2345166
2019-05-21,48.400002,49.439999,48.400002,48.799999,37.347595,3038202
2019-05-22,49.360001,49.360001,48.639999,48.799999,37.347595,1990867
2019-05-23,48.799999,48.959999,47.919998,48.240002,36.919022,2832316
2019-05-24,48.799999,48.799999,48.000000,48.560001,37.163925,2064504
2019-05-27,48.400002,48.639999,48.080002,48.240002,36.919022,1349969
2019-05-28,48.080002,49.119999,48.080002,48.480000,37.102703,7085784
2019-05-29,48.400002,48.799999,47.919998,48.240002,36.919022,3229988
2019-05-30,47.599998,47.919998,46.720001,47.360001,36.245541,4945485
2019-05-31,46.799999,47.040001,45.680000,46.240002,35.388386,6151992
2019-06-03,45.919998,46.480000,45.040001,46.480000,35.572060,4404839
2019-06-04,46.480000,46.799999,45.840000,46.799999,35.816959,2545254
2019-06-05,47.599998,47.599998,46.560001,47.040001,36.000641,2719351
2019-06-06,46.959999,47.840000,46.880001,47.439999,36.306767,2901390
2019-06-10,47.520000,48.240002,47.279999,47.840000,36.612896,3369908
2019-06-11,48.080002,49.279999,48.000000,48.880001,37.408829,3007084
2019-06-12,48.240002,48.240002,46.480000,46.560001,35.633286,4790206
2019-06-13,46.160000,46.639999,45.040001,46.400002,35.510834,7750693
2019-06-14,46.000000,46.160000,45.439999,46.000000,35.204704,4261462
2019-06-17,46.320000,47.919998,46.320000,46.959999,35.939404,5796370
2019-06-18,47.200001,47.919998,46.480000,47.840000,36.612896,6441275
2019-06-19,48.959999,49.040001,48.400002,48.639999,37.225147,5574332
2019-06-20,48.959999,50.160000,48.400002,49.759998,38.082302,7848215
2019-06-21,49.680000,49.840000,49.119999,49.360001,37.776176,6119631
2019-06-24,49.200001,49.919998,49.200001,49.599998,37.959854,3089420
2019-06-25,49.919998,49.919998,48.799999,49.200001,37.653725,2651690
2019-06-26,48.959999,49.040001,48.400002,48.720001,37.286377,2229911
2019-06-27,48.880001,49.439999,48.880001,49.200001,37.653725,2412780
2019-06-28,49.360001,49.439999,48.639999,48.880001,37.408829,2373222
2019-07-02,49.759998,50.080002,49.439999,49.919998,38.204754,5412506
2019-07-03,49.919998,50.799999,49.599998,50.720001,38.817017,3871522
2019-07-04,50.720001,51.840000,50.560001,50.560001,38.694565,2482420
2019-07-05,50.639999,51.200001,50.240002,50.560001,38.694565,1829780
2019-07-08,50.000000,50.320000,48.959999,49.520000,37.898632,2372268
2019-07-09,49.200001,49.759998,48.799999,48.799999,37.347595,2341040
2019-07-10,49.040001,49.279999,48.560001,48.799999,37.347595,1622939
2019-07-11,49.200001,50.160000,49.200001,49.599998,37.959854,2682347
2019-07-12,49.279999,50.080002,49.200001,49.680000,38.021080,1979020
2019-07-15,49.360001,49.680000,48.320000,49.439999,37.837402,2417756
2019-07-16,49.599998,50.160000,49.360001,49.840000,38.143532,2669027
2019-07-17,49.599998,50.160000,49.279999,50.000000,38.265984,1562264
2019-07-18,49.840000,49.840000,48.880001,49.360001,37.776176,2026511
2019-07-19,49.840000,49.840000,49.279999,49.680000,38.021080,2197809
2019-07-22,49.200001,49.520000,48.160000,48.480000,37.102703,3097367
2019-07-23,48.799999,48.959999,48.320000,48.880001,37.408829,2117104
2019-07-24,48.959999,49.360001,48.080002,48.240002,36.919022,3672083
2019-07-25,48.160000,48.240002,47.279999,47.599998,36.429214,5501973
2019-07-26,47.279999,47.360001,46.400002,46.720001,35.755737,4252528
2019-07-29,46.240002,46.240002,44.639999,45.040001,34.469997,8652905
2019-07-30,45.040001,45.599998,44.320000,44.480000,34.041416,11152656
2019-07-31,44.320000,44.880001,44.000000,44.400002,33.980194,3400659
2019-08-01,44.000000,44.320000,43.680000,44.000000,33.674072,4284182
2019-08-02,42.959999,43.439999,42.799999,43.119999,33.000584,4605849
2019-08-05,42.720001,42.720001,41.119999,41.439999,31.714844,8500176
2019-08-06,40.320000,40.560001,39.360001,39.599998,30.306656,21004902
2019-08-07,39.680000,39.720001,38.279999,38.520000,29.480118,16964390
2019-08-08,38.599998,39.240002,38.599998,38.680000,29.602564,9789631
2019-08-09,39.080002,39.200001,38.599998,38.680000,29.602564,5909182
2019-08-12,38.400002,38.880001,37.480000,37.480000,28.684183,6375114
2019-08-13,36.799999,37.439999,36.720001,36.880001,28.224993,7108750
2019-08-14,37.240002,37.400002,36.119999,36.360001,27.827024,8092527
2019-08-15,35.919998,39.320000,35.599998,39.200001,30.000534,16810302
2019-08-16,39.200001,41.840000,38.480000,41.680000,31.898521,22702523
2019-08-19,41.919998,42.400002,40.560001,41.520000,31.776077,7919506
2019-08-20,41.119999,41.919998,40.799999,41.119999,31.469944,4163736
2019-08-21,41.119999,41.279999,40.480000,40.880001,31.286266,3991209
2019-08-22,41.119999,41.200001,39.680000,40.240002,30.796465,3319890
2019-08-23,40.240002,40.720001,39.599998,40.560001,31.041368,3760101
2019-08-26,38.799999,39.400002,38.200001,39.360001,30.122984,5270889
2019-08-27,39.400002,40.080002,39.040001,39.439999,30.184208,5733887
2019-08-28,39.520000,40.240002,39.439999,40.000000,30.612783,4121061
2019-08-29,40.160000,40.320000,39.279999,39.840000,30.490337,3939691
2019-08-30,40.080002,40.160000,38.799999,39.119999,29.939306,4499359
2019-09-02,38.720001,38.880001,38.200001,38.599998,29.541338,3065948
2019-09-03,38.040001,39.040001,38.040001,38.520000,29.480118,1917402
2019-09-04,38.480000,42.959999,38.439999,42.400002,32.449554,19628188
2019-09-05,42.959999,42.959999,40.320000,41.200001,31.531170,10972179
2019-09-06,41.599998,41.759998,40.639999,40.959999,31.347492,4469596
2019-09-09,40.720001,41.200001,40.240002,40.480000,30.980143,4556921
2019-09-10,40.880001,41.119999,40.400002,40.720001,31.163816,2948889
2019-09-11,41.040001,42.560001,40.880001,41.840000,32.020973,8484585
2019-09-12,42.080002,42.320000,41.520000,41.759998,31.959751,4292995
2019-09-13,41.439999,41.840000,41.200001,41.759998,31.959751,5027642
2019-09-16,41.200001,41.360001,40.400002,40.799999,31.225039,4033603
2019-09-17,41.040001,41.040001,40.320000,40.720001,31.163816,2562673
2019-09-18,40.639999,40.799999,40.320000,40.400002,30.918917,2467809
2019-09-19,40.560001,40.799999,40.080002,40.320000,30.857687,2523273
2019-09-20,40.400002,41.279999,40.320000,40.320000,30.857687,10252915
2019-09-23,40.480000,40.720001,39.680000,40.080002,30.674011,4288479
2019-09-24,40.720001,40.720001,39.959999,40.080002,30.674011,3043025
2019-09-25,40.560001,40.560001,39.520000,40.000000,30.612783,4582009
2019-09-26,40.880001,41.599998,40.320000,40.799999,31.225039,6462019
2019-09-27,41.279999,41.279999,40.160000,40.720001,31.163816,2745039
2019-09-30,40.320000,41.119999,40.000000,40.720001,31.163816,4467042
2019-10-02,40.320000,41.919998,40.240002,41.840000,32.020973,7920797
2019-10-03,41.520000,42.400002,41.200001,42.080002,32.204655,5655229
2019-10-04,41.919998,42.720001,40.560001,41.599998,31.837299,5011807
2019-10-08,42.080002,42.080002,40.320000,40.560001,31.041368,6815680
2019-10-09,39.959999,40.880001,39.959999,40.400002,30.918917,4511776
2019-10-10,40.400002,40.400002,39.799999,40.160000,30.735239,3630334
2019-10-11,40.560001,41.919998,40.160000,41.439999,31.714844,5017407
2019-10-14,41.840000,41.919998,41.279999,41.439999,31.714844,2488204
2019-10-15,41.279999,41.520000,40.880001,41.360001,31.653622,2062087
2019-10-16,41.599998,43.599998,40.959999,43.040001,32.939354,12285204
2019-10-17,43.680000,45.200001,43.439999,44.720001,34.225094,12785217
2019-10-18,44.959999,44.959999,43.680000,44.160000,33.796516,6350676
2019-10-21,44.720001,44.720001,43.759998,43.759998,33.490387,3529576
2019-10-22,44.000000,44.240002,43.439999,43.919998,33.612835,2846016
2019-10-23,44.400002,44.720001,43.599998,43.759998,33.490387,5065977
2019-10-24,43.599998,44.560001,43.599998,44.480000,34.041416,3180584
2019-10-25,44.720001,44.880001,44.320000,44.720001,34.225094,3365622
2019-10-28,45.599998,45.599998,44.320000,44.400002,33.980194,5544547
2019-10-29,44.480000,44.880001,44.000000,44.480000,34.041416,3987725
2019-10-30,44.160000,44.799999,43.840000,44.320000,33.918964,4395372
2019-10-31,44.080002,45.200001,44.000000,44.959999,34.408768,7845090
2019-11-01,45.200001,45.200001,44.480000,44.880001,34.347546,3104736
2019-11-04,45.200001,45.439999,44.799999,45.279999,34.653671,3531518
2019-11-05,45.599998,46.000000,44.799999,45.919998,35.143478,5205730
2019-11-06,46.160000,46.959999,45.680000,46.480000,35.572060,6380410
2019-11-07,46.880001,47.119999,46.480000,46.880001,35.878185,4493780
2019-11-08,46.720001,46.720001,45.599998,46.000000,35.204704,6015045
2019-11-11,45.599998,45.599998,43.279999,44.080002,33.735291,9491111
2019-11-12,43.759998,44.240002,43.439999,44.000000,33.674072,3360713
2019-11-13,43.119999,43.119999,41.279999,41.840000,32.020973,12401814
2019-11-14,41.520000,42.320000,41.360001,41.599998,31.837299,5126168
2019-11-15,42.000000,42.240002,41.360001,41.680000,31.898521,3691762
2019-11-18,41.360001,42.880001,41.360001,42.320000,32.388332,5429029
2019-11-19,42.400002,43.279999,42.240002,43.119999,33.000584,4716354
2019-11-20,42.959999,43.520000,42.799999,43.119999,33.000584,4245848
2019-11-21,41.520000,41.520000,40.480000,41.360001,32.778679,3342834
2019-11-22,41.360001,41.680000,40.799999,41.360001,32.778679,3193216
2019-11-25,41.759998,42.720001,41.759998,42.160000,33.412693,6742583
2019-11-26,42.639999,42.639999,41.279999,41.439999,32.842079,9797438
2019-11-27,42.400002,42.400002,41.520000,41.919998,33.222488,2734823
2019-11-28,42.000000,42.000000,41.279999,41.680000,33.032284,2379176
2019-11-29,41.520000,41.680000,40.720001,40.880001,32.398270,4746104
2019-12-02,41.279999,41.279999,40.480000,40.639999,32.208061,2511358
2019-12-03,40.639999,41.119999,39.680000,40.799999,32.334866,3708894
2019-12-04,39.919998,40.560001,39.919998,39.959999,31.669147,4979529
2019-12-05,40.400002,40.639999,39.840000,40.160000,31.827646,4070350
2019-12-06,40.560001,41.119999,40.400002,40.799999,32.334866,2771024
2019-12-09,41.200001,41.520000,40.880001,40.959999,32.461670,3013793
2019-12-10,40.639999,41.200001,40.480000,40.880001,32.398270,1479448
2019-12-11,41.040001,41.040001,40.560001,40.799999,32.334866,4111696
2019-12-12,41.200001,42.000000,41.200001,41.680000,33.032284,4951202
2019-12-13,42.320000,42.720001,42.160000,42.480000,33.666298,6294535
2019-12-16,42.000000,42.720001,41.759998,42.160000,33.412693,2770139
2019-12-17,42.400002,42.400002,41.439999,41.840000,33.159084,4487245
2019-12-18,42.240002,42.240002,41.360001,41.520000,32.905479,4282928
2019-12-19,41.680000,41.840000,41.200001,41.599998,32.968880,2635992
2019-12-20,41.919998,42.240002,41.360001,42.000000,33.285889,4298601
2019-12-23,42.320000,42.320000,41.520000,41.840000,33.159084,2835379
2019-12-24,41.919998,42.000000,41.599998,41.840000,33.159084,992879
2019-12-27,42.240002,42.320000,41.200001,42.080002,33.349293,3779689
2019-12-30,42.080002,42.720001,41.919998,42.639999,33.793106,3406717
2019-12-31,42.639999,42.959999,42.480000,42.720001,33.856510,2459109
2020-01-02,42.799999,43.119999,42.240002,42.799999,33.919907,2166942
2020-01-03,43.200001,43.200001,42.560001,42.880001,33.983307,2712705
2020-01-06,42.880001,42.880001,41.919998,42.400002,33.602898,3605596
2020-01-07,42.560001,42.799999,42.000000,42.240002,33.476097,2927195
2020-01-08,41.599998,42.160000,41.279999,42.000000,33.285889,2609239
2020-01-09,42.160000,43.040001,42.000000,42.959999,34.046707,4380576
2020-01-10,42.799999,43.119999,42.480000,43.040001,34.110115,3733511
2020-01-13,43.200001,44.240002,42.880001,43.759998,34.680725,5575961
2020-01-14,44.560001,44.560001,43.759998,44.000000,34.870934,4694574
2020-01-15,43.919998,43.919998,43.200001,43.759998,34.680725,3644050
2020-01-16,43.919998,44.160000,43.360001,44.080002,34.934334,2688155
2020-01-17,44.080002,44.560001,43.919998,44.400002,35.187943,3860056
2020-01-20,44.240002,45.040001,44.080002,44.320000,35.124535,2654129
2020-01-21,43.200001,44.000000,42.799999,42.799999,33.919907,5253981
2020-01-22,42.639999,43.119999,42.160000,42.959999,34.046707,2592323
2020-01-23,42.400002,42.639999,41.919998,42.320000,33.539497,2731789
2020-01-24,42.000000,42.400002,41.680000,42.240002,33.476097,1530497
2020-01-29,40.480000,40.959999,40.320000,40.799999,32.334866,5379561
2020-01-30,40.400002,40.880001,39.400002,39.599998,31.383839,6065297
2020-01-31,39.840000,40.160000,39.240002,39.240002,31.098534,5014153
2020-02-03,39.080002,39.400002,38.959999,39.080002,30.971733,4358941
2020-02-04,38.840000,39.840000,38.840000,39.759998,31.510637,4561845
2020-02-05,39.520000,40.000000,39.400002,39.680000,31.447239,3584087
2020-02-06,40.240002,41.119999,39.720001,40.639999,32.208061,4398861
2020-02-07,40.560001,41.599998,40.400002,40.720001,32.271461,3747498
2020-02-10,40.400002,40.639999,39.799999,40.560001,32.144665,2872821
2020-02-11,41.119999,41.119999,40.480000,40.720001,32.271461,2983903
2020-02-12,40.480000,41.360001,40.240002,41.119999,32.588467,3560922
2020-02-13,40.959999,41.520000,40.959999,41.200001,32.651875,2692375
2020-02-14,41.520000,41.840000,41.279999,41.759998,33.095684,3756169
2020-02-17,41.680000,42.000000,41.279999,41.840000,33.159084,1733693
2020-02-18,41.599998,41.680000,40.799999,41.119999,32.588467,2148410
2020-02-19,41.119999,41.279999,40.400002,41.200001,32.651875,2750558
2020-02-20,41.200001,41.279999,40.400002,40.720001,32.271461,4210773
2020-02-21,40.480000,40.720001,40.080002,40.160000,31.827646,3155565
2020-02-24,40.160000,40.560001,39.520000,39.599998,31.383839,5069776
2020-02-25,39.799999,39.799999,39.240002,39.680000,31.447239,3526447
2020-02-26,39.919998,39.959999,39.240002,39.680000,31.447239,2245211
2020-02-27,39.880001,40.560001,39.360001,40.400002,32.017860,3659470
2020-02-28,39.360001,40.160000,39.000000,40.080002,31.764252,6303537
2020-03-02,39.360001,40.000000,39.200001,39.400002,31.225340,6614086
2020-03-03,40.400002,40.400002,39.200001,39.799999,31.542341,6424315
2020-03-04,40.000000,40.240002,39.279999,40.000000,31.700844,3934274
2020-03-05,39.799999,40.880001,39.799999,40.639999,32.208061,4489432
2020-03-06,40.720001,40.720001,39.320000,39.639999,31.415543,4436780
2020-03-09,38.799999,39.119999,37.200001,37.639999,29.830502,10974097
2020-03-10,38.040001,38.360001,37.200001,37.880001,30.020702,7124098
2020-03-11,38.360001,38.520000,37.639999,37.759998,29.925600,4013694
2020-03-12,37.200001,37.240002,35.919998,36.439999,28.879475,5212447
2020-03-13,34.000000,35.560001,33.599998,35.080002,27.801647,9977586
2020-03-16,34.200001,35.520000,34.200001,34.400002,27.262733,6644506
2020-03-17,35.240002,35.520000,34.200001,35.119999,27.833344,8326895
2020-03-18,34.720001,34.840000,32.119999,32.560001,26.222620,8662803
2020-03-19,33.000000,33.000000,29.840000,31.280001,25.191753,10645936
2020-03-20,31.959999,33.040001,31.719999,31.920000,25.707186,10097008
2020-03-23,30.799999,31.360001,30.240000,30.440001,24.515249,7428143
2020-03-24,30.879999,32.400002,30.879999,32.160000,25.900473,5649626
2020-03-25,32.720001,33.480000,32.720001,33.360001,26.866911,5054590
2020-03-26,33.520000,33.520000,32.599998,32.880001,26.480335,6315588
2020-03-27,33.599998,33.599998,32.560001,33.160000,26.705835,5542623
2020-03-30,32.560001,32.759998,31.600000,32.599998,26.254831,5894061
2020-03-31,33.880001,33.919998,32.759998,33.360001,26.866911,10783531
2020-04-01,32.720001,33.799999,32.720001,33.520000,26.995766,7636330
2020-04-02,33.439999,33.840000,32.560001,33.840000,27.253483,5659597
2020-04-03,33.240002,33.880001,33.200001,33.880001,27.285702,3460909
2020-04-06,34.720001,35.040001,34.000000,35.000000,28.187706,3434762
2020-04-07,35.439999,35.840000,34.639999,35.560001,28.638706,5665148
2020-04-08,35.520000,35.520000,34.799999,35.279999,28.413202,3132781
2020-04-09,35.880001,35.880001,35.279999,35.799999,28.831991,2772064
2020-04-14,35.520000,36.360001,35.520000,35.880001,28.896425,2993914
2020-04-15,36.160000,36.799999,35.439999,35.639999,28.703135,4327308
2020-04-16,35.400002,35.720001,34.799999,35.400002,28.509853,2936160
2020-04-17,35.560001,36.400002,35.560001,36.080002,29.057499,4394711
2020-04-20,36.080002,36.160000,35.639999,36.040001,29.025284,2375419
2020-04-21,36.000000,36.160000,35.080002,35.200001,28.348776,3467909
2020-04-22,35.119999,35.119999,34.520000,35.000000,28.187706,2911055
2020-04-23,35.200001,35.560001,34.799999,35.279999,28.413202,1777224
2020-04-24,35.400002,35.400002,34.759998,34.959999,28.155487,2160873
2020-04-27,35.160000,36.320000,35.160000,36.080002,29.057499,2972039
2020-04-28,35.919998,36.720001,35.400002,36.599998,29.476282,5260846
2020-04-29,37.279999,37.560001,36.400002,36.599998,29.476282,4318101
2020-05-04,36.119999,36.119999,35.200001,35.240002,28.380995,5103152
2020-05-05,35.959999,35.959999,35.320000,35.880001,28.896425,3439220
2020-05-06,35.840000,36.279999,35.599998,36.240002,29.186356,2861628
2020-05-07,36.360001,36.360001,35.680000,36.160000,29.121925,2607206
2020-05-08,36.680000,36.680000,36.119999,36.439999,29.347431,2140503
2020-05-11,36.599998,37.360001,36.560001,36.680000,29.540716,3358385
2020-05-12,36.639999,36.759998,36.000000,36.320000,29.250782,3011625
2020-05-13,36.160000,36.400002,35.560001,36.240002,29.186356,2260317
2020-05-14,35.759998,35.880001,35.320000,35.639999,28.703135,2933899
2020-05-15,35.919998,35.919998,35.200001,35.360001,28.477634,3106573
2020-05-18,35.560001,35.720001,35.200001,35.360001,28.477634,2029970
2020-05-19,35.880001,36.360001,35.639999,36.240002,29.186356,4107577
2020-05-20,36.360001,36.360001,35.560001,35.919998,28.928637,1848444
2020-05-21,35.799999,35.959999,35.320000,35.520000,28.606495,2892281
2020-05-22,34.000000,34.119999,31.920000,32.040001,25.803827,17677618
2020-05-25,31.920000,31.920000,30.600000,31.760000,25.578327,6666938
2020-05-26,31.879999,33.080002,31.840000,32.720001,26.351479,5000032
2020-05-27,32.799999,32.840000,32.000000,32.320000,26.029329,4476530
2020-05-28,31.600000,32.119999,30.719999,31.799999,25.610540,9095739
2020-05-29,31.360001,31.600000,30.799999,31.240000,25.159540,6102395
2020-06-01,32.160000,33.160000,31.760000,33.000000,26.576975,8010937
2020-06-02,32.480000,33.639999,32.480000,33.520000,26.995766,4136390
2020-06-03,33.799999,34.160000,33.560001,33.840000,27.253483,3803990
2020-06-04,34.400002,34.400002,33.320000,33.799999,27.221272,3220472
2020-06-05,33.799999,36.200001,33.439999,35.639999,28.703135,10154961
2020-06-08,36.000000,36.400002,35.799999,36.160000,29.121925,5618986
2020-06-09,36.160000,37.360001,36.080002,37.119999,29.895073,8677553
2020-06-10,37.200001,37.680000,36.880001,37.320000,30.056147,8131812
2020-06-11,37.040001,37.119999,36.080002,36.400002,29.315212,5348795
2020-06-12,35.560001,36.959999,35.439999,36.959999,29.766214,5330614
2020-06-15,36.279999,37.000000,35.759998,36.240002,29.186356,5051940
2020-06-16,37.200001,37.520000,36.680000,36.720001,29.572929,4144675
2020-06-17,36.720001,37.160000,36.400002,37.000000,29.798431,3312778
2020-06-18,37.000000,37.080002,36.200001,36.880001,29.701790,2992769
2020-06-19,36.480000,39.040001,36.400002,38.360001,30.893726,18932429
2020-06-22,38.160000,39.040001,37.919998,38.279999,30.829296,5330176
2020-06-23,38.299999,39.500000,38.299999,38.900002,31.328619,2489695
2020-06-24,39.000000,39.000000,37.900002,38.450001,30.966209,1889921
2020-06-26,38.250000,39.200001,37.900002,38.299999,30.845400,4588683
2020-06-29,37.950001,38.000000,36.299999,36.750000,29.597092,4962337
2020-06-30,37.549999,37.549999,35.500000,36.799999,29.637360,3424643
2020-07-02,39.000000,39.599998,37.750000,39.599998,31.892370,7624741
2020-07-03,39.900002,39.900002,38.500000,39.200001,31.570230,3084938
2020-07-06,39.950001,41.650002,39.700001,41.650002,33.543369,9227836
2020-07-07,40.599998,41.650002,39.750000,40.099998,32.295052,5699346
2020-07-08,41.000000,41.000000,39.299999,40.849998,32.899078,4257891
2020-07-09,40.799999,41.000000,39.400002,40.000000,32.214516,2454249
2020-07-10,40.200001,40.700001,38.750000,40.700001,32.778275,3614114
2020-07-13,40.099998,40.549999,39.000000,39.950001,32.174252,4765034
2020-07-14,39.150002,39.450001,38.400002,39.450001,31.771570,7332799
2020-07-15,39.950001,39.950001,38.250000,39.049999,31.449423,2933254
2020-07-16,39.400002,39.400002,37.799999,37.950001,30.563524,3030299
2020-07-17,38.400002,38.400002,37.299999,37.549999,30.241381,3301713
2020-07-20,37.799999,37.799999,36.700001,37.349998,30.080307,2342993
2020-07-21,37.150002,38.400002,37.150002,37.849998,30.482990,1766311
2020-07-22,38.500000,38.500000,37.150002,37.150002,29.919237,2587539
2020-07-23,36.799999,37.299999,36.700001,37.049999,29.838697,2568999
2020-07-24,36.599998,37.250000,36.500000,37.250000,29.999767,4010834
2020-07-27,37.799999,37.799999,35.900002,36.200001,29.154142,4063231
2020-07-28,36.450001,36.450001,35.849998,36.349998,29.274944,1741443
2020-07-29,36.099998,37.150002,36.099998,36.599998,29.476282,1969514
